,artist,date,song,year
0,ricky nelson,1958-08-09,poor little fool,1958
1,ricky nelson,1958-08-16,poor little fool,1958
2,domenico modugno,1958-08-23,nel blu dipinto di blu (volar̩),1958
3,the elegants,1958-08-30,little star,1958
4,domenico modugno,1958-09-06,nel blu dipinto di blu (volar̩),1958
5,domenico modugno,1958-09-13,nel blu dipinto di blu (volar̩),1958
6,domenico modugno,1958-09-20,nel blu dipinto di blu (volar̩),1958
7,domenico modugno,1958-09-27,nel blu dipinto di blu (volar̩),1958
8,tommy edwards,1958-10-04,it's all in the game,1958
9,tommy edwards,1958-10-11,it's all in the game,1958
10,tommy edwards,1958-10-18,it's all in the game,1958
11,tommy edwards,1958-10-25,it's all in the game,1958
12,tommy edwards,1958-11-01,it's all in the game,1958
13,tommy edwards,1958-11-08,it's all in the game,1958
14,conway twitty,1958-11-15,it's only make believe,1958
15,the kingston trio,1958-11-22,tom dooley,1958
16,conway twitty,1958-11-29,it's only make believe,1958
17,the teddy bears,1958-12-06,"to know him, is to love him",1958
18,the teddy bears,1958-12-13,"to know him, is to love him",1958
19,the teddy bears,1958-12-20,"to know him, is to love him",1958
20,the chipmunks with david seville,1958-12-27,the chipmunk song,1958
21,the chipmunks with david seville,1959-01-03,the chipmunk song,1959
22,the chipmunks with david seville,1959-01-10,the chipmunk song,1959
23,the chipmunks with david seville,1959-01-17,the chipmunk song,1959
24,the platters,1959-01-24,smoke gets in your eyes,1959
25,the platters,1959-01-31,smoke gets in your eyes,1959
26,the platters,1959-02-07,smoke gets in your eyes,1959
27,lloyd price,1959-02-14,stagger lee,1959
28,lloyd price,1959-02-21,stagger lee,1959
29,lloyd price,1959-02-28,stagger lee,1959
30,lloyd price,1959-03-07,stagger lee,1959
31,frankie avalon,1959-03-14,venus,1959
32,frankie avalon,1959-03-21,venus,1959
33,frankie avalon,1959-03-28,venus,1959
34,frankie avalon,1959-04-04,venus,1959
35,frankie avalon,1959-04-11,venus,1959
36,the fleetwoods,1959-04-18,come softly to me,1959
37,the fleetwoods,1959-04-25,come softly to me,1959
38,the fleetwoods,1959-05-02,come softly to me,1959
39,the fleetwoods,1959-05-09,come softly to me,1959
40,dave 'baby' cortez,1959-05-16,the happy organ,1959
41,wilbert harrison,1959-05-23,kansas city,1959
42,wilbert harrison,1959-05-30,kansas city,1959
43,johnny horton,1959-06-06,the battle of new orleans,1959
44,johnny horton,1959-06-13,the battle of new orleans,1959
45,johnny horton,1959-06-20,the battle of new orleans,1959
46,johnny horton,1959-06-27,the battle of new orleans,1959
47,johnny horton,1959-07-04,the battle of new orleans,1959
48,johnny horton,1959-07-11,the battle of new orleans,1959
49,paul anka,1959-07-18,lonely boy,1959
50,paul anka,1959-07-25,lonely boy,1959
51,paul anka,1959-08-01,lonely boy,1959
52,paul anka,1959-08-08,lonely boy,1959
53,elvis presley with the jordanaires,1959-08-15,a big hunk o' love,1959
54,elvis presley with the jordanaires,1959-08-22,a big hunk o' love,1959
55,the browns,1959-08-29,the three bells,1959
56,the browns,1959-09-05,the three bells,1959
57,the browns,1959-09-12,the three bells,1959
58,the browns,1959-09-19,the three bells,1959
59,santo & johnny,1959-09-26,sleep walk,1959
60,santo & johnny,1959-10-03,sleep walk,1959
61,bobby darin,1959-10-10,mack the knife,1959
62,bobby darin,1959-10-17,mack the knife,1959
63,bobby darin,1959-10-24,mack the knife,1959
64,bobby darin,1959-10-31,mack the knife,1959
65,bobby darin,1959-11-07,mack the knife,1959
66,bobby darin,1959-11-14,mack the knife,1959
67,the fleetwoods,1959-11-21,mr. blue,1959
68,bobby darin,1959-11-28,mack the knife,1959
69,bobby darin,1959-12-05,mack the knife,1959
70,bobby darin,1959-12-12,mack the knife,1959
71,guy mitchell,1959-12-19,heartaches by the number,1959
72,guy mitchell,1959-12-26,heartaches by the number,1959
73,frankie avalon,1960-01-02,why,1960
74,marty robbins,1960-01-09,el paso,1960
75,marty robbins,1960-01-16,el paso,1960
76,johnny preston,1960-01-23,running bear,1960
77,johnny preston,1960-01-30,running bear,1960
78,johnny preston,1960-02-06,running bear,1960
79,mark dinning,1960-02-13,teen angel,1960
80,mark dinning,1960-02-20,teen angel,1960
81,percy faith and his orchestra,1960-02-27,the theme from a summer place,1960
82,percy faith and his orchestra,1960-03-05,the theme from a summer place,1960
83,percy faith and his orchestra,1960-03-12,the theme from a summer place,1960
84,percy faith and his orchestra,1960-03-19,the theme from a summer place,1960
85,percy faith and his orchestra,1960-03-26,the theme from a summer place,1960
86,percy faith and his orchestra,1960-04-02,the theme from a summer place,1960
87,percy faith and his orchestra,1960-04-09,the theme from a summer place,1960
88,percy faith and his orchestra,1960-04-16,the theme from a summer place,1960
89,percy faith and his orchestra,1960-04-23,the theme from a summer place,1960
90,elvis presley with the jordanaires,1960-04-30,stuck on you,1960
91,elvis presley with the jordanaires,1960-05-07,stuck on you,1960
92,elvis presley with the jordanaires,1960-05-14,stuck on you,1960
93,elvis presley with the jordanaires,1960-05-21,stuck on you,1960
94,the everly brothers,1960-05-28,cathy's clown,1960
95,the everly brothers,1960-06-04,cathy's clown,1960
96,the everly brothers,1960-06-11,cathy's clown,1960
97,the everly brothers,1960-06-18,cathy's clown,1960
98,the everly brothers,1960-06-25,cathy's clown,1960
99,connie francis,1960-07-02,everybody's somebody's fool,1960
100,connie francis,1960-07-09,everybody's somebody's fool,1960
101,hollywood argyles,1960-07-16,alley-oop,1960
102,brenda lee,1960-07-23,i'm sorry,1960
103,brenda lee,1960-07-30,i'm sorry,1960
104,brenda lee,1960-08-06,i'm sorry,1960
105,brian hyland,1960-08-13,itsy bitsy teenie weenie yellow polkadot bikini,1960
106,elvis presley with the jordanaires,1960-08-20,it's now or never,1960
107,elvis presley with the jordanaires,1960-08-27,it's now or never,1960
108,elvis presley with the jordanaires,1960-09-03,it's now or never,1960
109,elvis presley with the jordanaires,1960-09-10,it's now or never,1960
110,elvis presley with the jordanaires,1960-09-17,it's now or never,1960
111,chubby checker,1960-09-24,the twist,1960
112,connie francis,1960-10-01,my heart has a mind of its own,1960
113,connie francis,1960-10-08,my heart has a mind of its own,1960
114,larry verne,1960-10-15,mr. custer,1960
115,the drifters,1960-10-22,save the last dance for me,1960
116,brenda lee,1960-10-29,i want to be wanted,1960
117,the drifters,1960-11-05,save the last dance for me,1960
118,the drifters,1960-11-12,save the last dance for me,1960
119,ray charles,1960-11-19,georgia on my mind,1960
120,maurice williams & the zodiacs,1960-11-26,stay,1960
121,elvis presley with the jordanaires,1960-12-03,are you lonesome to-night?,1960
122,elvis presley with the jordanaires,1960-12-10,are you lonesome to-night?,1960
123,elvis presley with the jordanaires,1960-12-17,are you lonesome to-night?,1960
124,elvis presley with the jordanaires,1960-12-24,are you lonesome to-night?,1960
125,elvis presley with the jordanaires,1960-12-31,are you lonesome to-night?,1960
126,elvis presley with the jordanaires,1961-01-07,are you lonesome to-night?,1961
127,bert kaempfert and his orchestra,1961-01-14,wonderland by night,1961
128,bert kaempfert and his orchestra,1961-01-21,wonderland by night,1961
129,bert kaempfert and his orchestra,1961-01-28,wonderland by night,1961
130,the shirelles,1961-02-04,will you love me tomorrow,1961
131,the shirelles,1961-02-11,will you love me tomorrow,1961
132,lawrence welk and his orchestra,1961-02-18,calcutta,1961
133,lawrence welk and his orchestra,1961-02-25,calcutta,1961
134,chubby checker,1961-03-04,pony time,1961
135,chubby checker,1961-03-11,pony time,1961
136,chubby checker,1961-03-18,pony time,1961
137,elvis presley with the jordanaires,1961-03-25,surrender,1961
138,elvis presley with the jordanaires,1961-04-01,surrender,1961
139,the marcels,1961-04-08,blue moon,1961
140,the marcels,1961-04-15,blue moon,1961
141,the marcels,1961-04-22,blue moon,1961
142,del shannon,1961-04-29,runaway,1961
143,del shannon,1961-05-06,runaway,1961
144,del shannon,1961-05-13,runaway,1961
145,del shannon,1961-05-20,runaway,1961
146,ernie k-doe,1961-05-27,mother-in-law,1961
147,ricky nelson,1961-06-03,travelin' man,1961
148,roy orbison,1961-06-10,running scared,1961
149,ricky nelson,1961-06-17,travelin' man,1961
150,pat boone,1961-06-24,moody river,1961
151,u.s. bonds,1961-07-01,quarter to three,1961
152,u.s. bonds,1961-07-08,quarter to three,1961
153,bobby lewis,1961-07-15,tossin' and turnin',1961
154,bobby lewis,1961-07-22,tossin' and turnin',1961
155,bobby lewis,1961-07-29,tossin' and turnin',1961
156,bobby lewis,1961-08-05,tossin' and turnin',1961
157,bobby lewis,1961-08-12,tossin' and turnin',1961
158,bobby lewis,1961-08-19,tossin' and turnin',1961
159,bobby lewis,1961-08-26,tossin' and turnin',1961
160,joe dowell,1961-09-02,wooden heart,1961
161,the highwaymen,1961-09-09,michael,1961
162,the highwaymen,1961-09-16,michael,1961
163,bobby vee,1961-09-23,take good care of my baby,1961
164,bobby vee,1961-09-30,take good care of my baby,1961
165,bobby vee,1961-10-07,take good care of my baby,1961
166,ray charles and his orchestra,1961-10-14,hit the road jack,1961
167,ray charles and his orchestra,1961-10-21,hit the road jack,1961
168,dion,1961-10-28,runaround sue,1961
169,dion,1961-11-04,runaround sue,1961
170,jimmy dean,1961-11-11,big bad john,1961
171,jimmy dean,1961-11-18,big bad john,1961
172,jimmy dean,1961-11-25,big bad john,1961
173,jimmy dean,1961-12-02,big bad john,1961
174,jimmy dean,1961-12-09,big bad john,1961
175,the marvelettes,1961-12-16,please mr. postman,1961
176,the tokens,1961-12-23,the lion sleeps tonight,1961
177,the tokens,1961-12-30,the lion sleeps tonight,1961
178,the tokens,1962-01-06,the lion sleeps tonight,1962
179,chubby checker,1962-01-13,the twist,1962
180,chubby checker,1962-01-20,the twist,1962
181,joey dee & the starliters,1962-01-27,peppermint twist - part i,1962
182,joey dee & the starliters,1962-02-03,peppermint twist - part i,1962
183,joey dee & the starliters,1962-02-10,peppermint twist - part i,1962
184,gene chandler,1962-02-17,duke of earl,1962
185,gene chandler,1962-02-24,duke of earl,1962
186,gene chandler,1962-03-03,duke of earl,1962
187,bruce channel,1962-03-10,hey! baby,1962
188,bruce channel,1962-03-17,hey! baby,1962
189,bruce channel,1962-03-24,hey! baby,1962
190,connie francis,1962-03-31,don't break the heart that loves you,1962
191,shelley fabares,1962-04-07,johnny angel,1962
192,shelley fabares,1962-04-14,johnny angel,1962
193,elvis presley with the jordanaires,1962-04-21,good luck charm,1962
194,elvis presley with the jordanaires,1962-04-28,good luck charm,1962
195,the shirelles,1962-05-05,soldier boy,1962
196,the shirelles,1962-05-12,soldier boy,1962
197,the shirelles,1962-05-19,soldier boy,1962
198,mr. acker bilk,1962-05-26,stranger on the shore,1962
199,ray charles,1962-06-02,i can't stop loving you,1962
200,ray charles,1962-06-09,i can't stop loving you,1962
201,ray charles,1962-06-16,i can't stop loving you,1962
202,ray charles,1962-06-23,i can't stop loving you,1962
203,ray charles,1962-06-30,i can't stop loving you,1962
204,david rose and his orchestra,1962-07-07,the stripper,1962
205,bobby vinton,1962-07-14,roses are red (my love),1962
206,bobby vinton,1962-07-21,roses are red (my love),1962
207,bobby vinton,1962-07-28,roses are red (my love),1962
208,bobby vinton,1962-08-04,roses are red (my love),1962
209,neil sedaka,1962-08-11,breaking up is hard to do,1962
210,neil sedaka,1962-08-18,breaking up is hard to do,1962
211,little eva,1962-08-25,the loco-motion,1962
212,tommy roe,1962-09-01,sheila,1962
213,tommy roe,1962-09-08,sheila,1962
214,the 4 seasons,1962-09-15,sherry,1962
215,the 4 seasons,1962-09-22,sherry,1962
216,the 4 seasons,1962-09-29,sherry,1962
217,the 4 seasons,1962-10-06,sherry,1962
218,the 4 seasons,1962-10-13,sherry,1962
219,bobby boris pickett and the crypt-kickers,1962-10-20,monster mash,1962
220,bobby boris pickett and the crypt-kickers,1962-10-27,monster mash,1962
221,the crystals,1962-11-03,he's a rebel,1962
222,the crystals,1962-11-10,he's a rebel,1962
223,the 4 seasons,1962-11-17,big girls don't cry,1962
224,the 4 seasons,1962-11-24,big girls don't cry,1962
225,the 4 seasons,1962-12-01,big girls don't cry,1962
226,the 4 seasons,1962-12-08,big girls don't cry,1962
227,the 4 seasons,1962-12-15,big girls don't cry,1962
228,the tornadoes,1962-12-22,telstar,1962
229,the tornadoes,1962-12-29,telstar,1962
230,the tornadoes,1963-01-05,telstar,1963
231,steve lawrence,1963-01-12,go away little girl,1963
232,steve lawrence,1963-01-19,go away little girl,1963
233,the rooftop singers,1963-01-26,walk right in,1963
234,the rooftop singers,1963-02-02,walk right in,1963
235,paul and paula,1963-02-09,hey paula,1963
236,paul and paula,1963-02-16,hey paula,1963
237,paul and paula,1963-02-23,hey paula,1963
238,the 4 seasons,1963-03-02,walk like a man,1963
239,the 4 seasons,1963-03-09,walk like a man,1963
240,the 4 seasons,1963-03-16,walk like a man,1963
241,ruby and the romantics,1963-03-23,our day will come,1963
242,the chiffons,1963-03-30,he's so fine,1963
243,the chiffons,1963-04-06,he's so fine,1963
244,the chiffons,1963-04-13,he's so fine,1963
245,the chiffons,1963-04-20,he's so fine,1963
246,little peggy march,1963-04-27,i will follow him,1963
247,little peggy march,1963-05-04,i will follow him,1963
248,little peggy march,1963-05-11,i will follow him,1963
249,jimmy soul,1963-05-18,if you wanna be happy,1963
250,jimmy soul,1963-05-25,if you wanna be happy,1963
251,lesley gore,1963-06-01,it's my party,1963
252,lesley gore,1963-06-08,it's my party,1963
253,kyu sakamoto,1963-06-15,sukiyaki,1963
254,kyu sakamoto,1963-06-22,sukiyaki,1963
255,kyu sakamoto,1963-06-29,sukiyaki,1963
256,the essex,1963-07-06,easier said than done,1963
257,the essex,1963-07-13,easier said than done,1963
258,jan & dean,1963-07-20,surf city,1963
259,jan & dean,1963-07-27,surf city,1963
260,the tymes,1963-08-03,so much in love,1963
261,little stevie wonder,1963-08-10,fingertips - pt 2,1963
262,little stevie wonder,1963-08-17,fingertips - pt 2,1963
263,little stevie wonder,1963-08-24,fingertips - pt 2,1963
264,the angels,1963-08-31,my boyfriend's back,1963
265,the angels,1963-09-07,my boyfriend's back,1963
266,the angels,1963-09-14,my boyfriend's back,1963
267,bobby vinton,1963-09-21,blue velvet,1963
268,bobby vinton,1963-09-28,blue velvet,1963
269,bobby vinton,1963-10-05,blue velvet,1963
270,jimmy gilmer and the fireballs,1963-10-12,sugar shack,1963
271,jimmy gilmer and the fireballs,1963-10-19,sugar shack,1963
272,jimmy gilmer and the fireballs,1963-10-26,sugar shack,1963
273,jimmy gilmer and the fireballs,1963-11-02,sugar shack,1963
274,jimmy gilmer and the fireballs,1963-11-09,sugar shack,1963
275,nino tempo & april stevens,1963-11-16,deep purple,1963
276,dale & grace,1963-11-23,i'm leaving it up to you,1963
277,dale & grace,1963-11-30,i'm leaving it up to you,1963
278,the singing nun (soeur sourire),1963-12-07,dominique,1963
279,the singing nun (soeur sourire),1963-12-14,dominique,1963
280,the singing nun (soeur sourire),1963-12-21,dominique,1963
281,the singing nun (soeur sourire),1963-12-28,dominique,1963
282,bobby vinton,1964-01-04,there! i've said it again,1964
283,bobby vinton,1964-01-11,there! i've said it again,1964
284,bobby vinton,1964-01-18,there! i've said it again,1964
285,bobby vinton,1964-01-25,there! i've said it again,1964
286,the beatles,1964-02-01,i want to hold your hand,1964
287,the beatles,1964-02-08,i want to hold your hand,1964
288,the beatles,1964-02-15,i want to hold your hand,1964
289,the beatles,1964-02-22,i want to hold your hand,1964
290,the beatles,1964-02-29,i want to hold your hand,1964
291,the beatles,1964-03-07,i want to hold your hand,1964
292,the beatles,1964-03-14,i want to hold your hand,1964
293,the beatles,1964-03-21,she loves you,1964
294,the beatles,1964-03-28,she loves you,1964
295,the beatles,1964-04-04,can't buy me love,1964
296,the beatles,1964-04-11,can't buy me love,1964
297,the beatles,1964-04-18,can't buy me love,1964
298,the beatles,1964-04-25,can't buy me love,1964
299,the beatles,1964-05-02,can't buy me love,1964
300,louis armstrong and the all stars,1964-05-09,"hello, dolly!",1964
301,mary wells,1964-05-16,my guy,1964
302,mary wells,1964-05-23,my guy,1964
303,the beatles,1964-05-30,love me do,1964
304,the dixie cups,1964-06-06,chapel of love,1964
305,the dixie cups,1964-06-13,chapel of love,1964
306,the dixie cups,1964-06-20,chapel of love,1964
307,peter and gordon,1964-06-27,a world without love,1964
308,the beach boys,1964-07-04,i get around,1964
309,the beach boys,1964-07-11,i get around,1964
310,the 4 seasons featuring the sound of frankie valli,1964-07-18,rag doll,1964
311,the 4 seasons featuring the sound of frankie valli,1964-07-25,rag doll,1964
312,the beatles,1964-08-01,a hard day's night,1964
313,the beatles,1964-08-08,a hard day's night,1964
314,dean martin,1964-08-15,everybody loves somebody,1964
315,the supremes,1964-08-22,where did our love go,1964
316,the supremes,1964-08-29,where did our love go,1964
317,the animals,1964-09-05,the house of the rising sun,1964
318,the animals,1964-09-12,the house of the rising sun,1964
319,the animals,1964-09-19,the house of the rising sun,1964
320,roy orbison and the candy men,1964-09-26,"oh, pretty woman",1964
321,roy orbison and the candy men,1964-10-03,"oh, pretty woman",1964
322,roy orbison and the candy men,1964-10-10,"oh, pretty woman",1964
323,manfred mann,1964-10-17,do wah diddy diddy,1964
324,manfred mann,1964-10-24,do wah diddy diddy,1964
325,the supremes,1964-10-31,baby love,1964
326,the supremes,1964-11-07,baby love,1964
327,the supremes,1964-11-14,baby love,1964
328,the supremes,1964-11-21,baby love,1964
329,the shangri-las,1964-11-28,leader of the pack,1964
330,lorne greene,1964-12-05,ringo,1964
331,bobby vinton,1964-12-12,mr. lonely,1964
332,the supremes,1964-12-19,come see about me,1964
333,the beatles,1964-12-26,i feel fine,1964
334,the beatles,1965-01-02,i feel fine,1965
335,the beatles,1965-01-09,i feel fine,1965
336,the supremes,1965-01-16,come see about me,1965
337,petula clark,1965-01-23,downtown,1965
338,petula clark,1965-01-30,downtown,1965
339,the righteous brothers,1965-02-06,you've lost that lovin' feelin',1965
340,the righteous brothers,1965-02-13,you've lost that lovin' feelin',1965
341,gary lewis and the playboys,1965-02-20,this diamond ring,1965
342,gary lewis and the playboys,1965-02-27,this diamond ring,1965
343,the temptations,1965-03-06,my girl,1965
344,the beatles,1965-03-13,eight days a week,1965
345,the beatles,1965-03-20,eight days a week,1965
346,the supremes,1965-03-27,stop! in the name of love,1965
347,the supremes,1965-04-03,stop! in the name of love,1965
348,freddie and the dreamers,1965-04-10,i'm telling you now,1965
349,freddie and the dreamers,1965-04-17,i'm telling you now,1965
350,wayne fontana & the mindbenders,1965-04-24,game of love,1965
351,herman's hermits,1965-05-01,mrs. brown you've got a lovely daughter,1965
352,herman's hermits,1965-05-08,mrs. brown you've got a lovely daughter,1965
353,herman's hermits,1965-05-15,mrs. brown you've got a lovely daughter,1965
354,the beatles,1965-05-22,ticket to ride,1965
355,the beach boys,1965-05-29,"help me, rhonda",1965
356,the beach boys,1965-06-05,"help me, rhonda",1965
357,the supremes,1965-06-12,back in my arms again,1965
358,four tops,1965-06-19,i can't help myself (sugar pie honey bunch),1965
359,the byrds,1965-06-26,mr. tambourine man,1965
360,four tops,1965-07-03,i can't help myself (sugar pie honey bunch),1965
361,the rolling stones,1965-07-10,(i can't get no) satisfaction,1965
362,the rolling stones,1965-07-17,(i can't get no) satisfaction,1965
363,the rolling stones,1965-07-24,(i can't get no) satisfaction,1965
364,the rolling stones,1965-07-31,(i can't get no) satisfaction,1965
365,herman's hermits,1965-08-07,"i'm henry viii, i am",1965
366,sonny & cher,1965-08-14,i got you babe,1965
367,sonny & cher,1965-08-21,i got you babe,1965
368,sonny & cher,1965-08-28,i got you babe,1965
369,the beatles,1965-09-04,help!,1965
370,the beatles,1965-09-11,help!,1965
371,the beatles,1965-09-18,help!,1965
372,barry mcguire,1965-09-25,eve of destruction,1965
373,the mccoys,1965-10-02,hang on sloopy,1965
374,the beatles,1965-10-09,yesterday,1965
375,the beatles,1965-10-16,yesterday,1965
376,the beatles,1965-10-23,yesterday,1965
377,the beatles,1965-10-30,yesterday,1965
378,the rolling stones,1965-11-06,get off of my cloud,1965
379,the rolling stones,1965-11-13,get off of my cloud,1965
380,the supremes,1965-11-20,i hear a symphony,1965
381,the supremes,1965-11-27,i hear a symphony,1965
382,the byrds,1965-12-04,turn! turn! turn! (to everything there is a season),1965
383,the byrds,1965-12-11,turn! turn! turn! (to everything there is a season),1965
384,the byrds,1965-12-18,turn! turn! turn! (to everything there is a season),1965
385,the dave clark five,1965-12-25,over and over,1965
386,simon & garfunkel,1966-01-01,the sound of silence,1966
387,the beatles,1966-01-08,we can work it out,1966
388,the beatles,1966-01-15,we can work it out,1966
389,simon & garfunkel,1966-01-22,the sound of silence,1966
390,the beatles,1966-01-29,we can work it out,1966
391,petula clark,1966-02-05,my love,1966
392,petula clark,1966-02-12,my love,1966
393,lou christie,1966-02-19,lightnin' strikes,1966
394,nancy sinatra,1966-02-26,these boots are made for walkin',1966
395,ssgt barry sadler,1966-03-05,the ballad of the green berets,1966
396,ssgt barry sadler,1966-03-12,the ballad of the green berets,1966
397,ssgt barry sadler,1966-03-19,the ballad of the green berets,1966
398,ssgt barry sadler,1966-03-26,the ballad of the green berets,1966
399,ssgt barry sadler,1966-04-02,the ballad of the green berets,1966
400,the righteous brothers,1966-04-09,(you're my) soul and inspiration,1966
401,the righteous brothers,1966-04-16,(you're my) soul and inspiration,1966
402,the righteous brothers,1966-04-23,(you're my) soul and inspiration,1966
403,the young rascals,1966-04-30,good lovin',1966
404,the mamas & the papas,1966-05-07,"monday, monday",1966
405,the mamas & the papas,1966-05-14,"monday, monday",1966
406,the mamas & the papas,1966-05-21,"monday, monday",1966
407,percy sledge,1966-05-28,when a man loves a woman,1966
408,percy sledge,1966-06-04,when a man loves a woman,1966
409,the rolling stones,1966-06-11,"paint it, black",1966
410,the rolling stones,1966-06-18,"paint it, black",1966
411,the beatles,1966-06-25,paperback writer,1966
412,frank sinatra,1966-07-02,strangers in the night,1966
413,the beatles,1966-07-09,paperback writer,1966
414,tommy james and the shondells,1966-07-16,hanky panky,1966
415,tommy james and the shondells,1966-07-23,hanky panky,1966
416,the troggs,1966-07-30,wild thing,1966
417,the troggs,1966-08-06,wild thing,1966
418,the lovin' spoonful,1966-08-13,summer in the city,1966
419,the lovin' spoonful,1966-08-20,summer in the city,1966
420,the lovin' spoonful,1966-08-27,summer in the city,1966
421,donovan,1966-09-03,sunshine superman,1966
422,the supremes,1966-09-10,you can't hurry love,1966
423,the supremes,1966-09-17,you can't hurry love,1966
424,the association,1966-09-24,cherish,1966
425,the association,1966-10-01,cherish,1966
426,the association,1966-10-08,cherish,1966
427,four tops,1966-10-15,reach out i'll be there,1966
428,four tops,1966-10-22,reach out i'll be there,1966
429,? (question mark) & the mysterians,1966-10-29,96 tears,1966
430,the monkees,1966-11-05,last train to clarksville,1966
431,johnny rivers,1966-11-12,poor side of town,1966
432,the supremes,1966-11-19,you keep me hangin' on,1966
433,the supremes,1966-11-26,you keep me hangin' on,1966
434,the new vaudeville band,1966-12-03,winchester cathedral,1966
435,the beach boys,1966-12-10,good vibrations,1966
436,the new vaudeville band,1966-12-17,winchester cathedral,1966
437,the new vaudeville band,1966-12-24,winchester cathedral,1966
438,the monkees,1966-12-31,i'm a believer,1966
439,the monkees,1967-01-07,i'm a believer,1967
440,the monkees,1967-01-14,i'm a believer,1967
441,the monkees,1967-01-21,i'm a believer,1967
442,the monkees,1967-01-28,i'm a believer,1967
443,the monkees,1967-02-04,i'm a believer,1967
444,the monkees,1967-02-11,i'm a believer,1967
445,the buckinghams,1967-02-18,kind of a drag,1967
446,the buckinghams,1967-02-25,kind of a drag,1967
447,the rolling stones,1967-03-04,ruby tuesday,1967
448,the supremes,1967-03-11,love is here and now you're gone,1967
449,the beatles,1967-03-18,penny lane,1967
450,the turtles,1967-03-25,happy together,1967
451,the turtles,1967-04-01,happy together,1967
452,the turtles,1967-04-08,happy together,1967
453,nancy sinatra & frank sinatra,1967-04-15,somethin' stupid,1967
454,nancy sinatra & frank sinatra,1967-04-22,somethin' stupid,1967
455,nancy sinatra & frank sinatra,1967-04-29,somethin' stupid,1967
456,nancy sinatra & frank sinatra,1967-05-06,somethin' stupid,1967
457,the supremes,1967-05-13,the happening,1967
458,the young rascals,1967-05-20,groovin',1967
459,the young rascals,1967-05-27,groovin',1967
460,aretha franklin,1967-06-03,respect,1967
461,aretha franklin,1967-06-10,respect,1967
462,the young rascals,1967-06-17,groovin',1967
463,the young rascals,1967-06-24,groovin',1967
464,the association,1967-07-01,windy,1967
465,the association,1967-07-08,windy,1967
466,the association,1967-07-15,windy,1967
467,the association,1967-07-22,windy,1967
468,the doors,1967-07-29,light my fire,1967
469,the doors,1967-08-05,light my fire,1967
470,the doors,1967-08-12,light my fire,1967
471,the beatles,1967-08-19,all you need is love,1967
472,bobbie gentry,1967-08-26,ode to billie joe,1967
473,bobbie gentry,1967-09-02,ode to billie joe,1967
474,bobbie gentry,1967-09-09,ode to billie joe,1967
475,bobbie gentry,1967-09-16,ode to billie joe,1967
476,the box tops,1967-09-23,the letter,1967
477,the box tops,1967-09-30,the letter,1967
478,the box tops,1967-10-07,the letter,1967
479,the box tops,1967-10-14,the letter,1967
480,lulu,1967-10-21,to sir with love,1967
481,lulu,1967-10-28,to sir with love,1967
482,lulu,1967-11-04,to sir with love,1967
483,lulu,1967-11-11,to sir with love,1967
484,lulu,1967-11-18,to sir with love,1967
485,strawberry alarm clock,1967-11-25,incense and peppermints,1967
486,the monkees,1967-12-02,daydream believer,1967
487,the monkees,1967-12-09,daydream believer,1967
488,the monkees,1967-12-16,daydream believer,1967
489,the monkees,1967-12-23,daydream believer,1967
490,the beatles,1967-12-30,hello goodbye,1967
491,the beatles,1968-01-06,hello goodbye,1968
492,the beatles,1968-01-13,hello goodbye,1968
493,john fred and the playboys,1968-01-20,judy in disguise (with glasses),1968
494,john fred and the playboys,1968-01-27,judy in disguise (with glasses),1968
495,the lemon pipers,1968-02-03,green tambourine,1968
496,paul mauriat and his orchestra,1968-02-10,love is blue (l'amour est bleu),1968
497,paul mauriat and his orchestra,1968-02-17,love is blue (l'amour est bleu),1968
498,paul mauriat and his orchestra,1968-02-24,love is blue (l'amour est bleu),1968
499,paul mauriat and his orchestra,1968-03-02,love is blue (l'amour est bleu),1968
500,paul mauriat and his orchestra,1968-03-09,love is blue (l'amour est bleu),1968
501,otis redding,1968-03-16,(sittin' on) the dock of the bay,1968
502,otis redding,1968-03-23,(sittin' on) the dock of the bay,1968
503,otis redding,1968-03-30,(sittin' on) the dock of the bay,1968
504,otis redding,1968-04-06,(sittin' on) the dock of the bay,1968
505,bobby goldsboro,1968-04-13,honey,1968
506,bobby goldsboro,1968-04-20,honey,1968
507,bobby goldsboro,1968-04-27,honey,1968
508,bobby goldsboro,1968-05-04,honey,1968
509,bobby goldsboro,1968-05-11,honey,1968
510,archie bell & the drells,1968-05-18,tighten up,1968
511,archie bell & the drells,1968-05-25,tighten up,1968
512,simon & garfunkel,1968-06-01,mrs. robinson,1968
513,simon & garfunkel,1968-06-08,mrs. robinson,1968
514,simon & garfunkel,1968-06-15,mrs. robinson,1968
515,herb alpert,1968-06-22,this guy's in love with you,1968
516,herb alpert,1968-06-29,this guy's in love with you,1968
517,herb alpert,1968-07-06,this guy's in love with you,1968
518,herb alpert,1968-07-13,this guy's in love with you,1968
519,hugh masekela,1968-07-20,grazing in the grass,1968
520,hugh masekela,1968-07-27,grazing in the grass,1968
521,the doors,1968-08-03,"hello, i love you",1968
522,the doors,1968-08-10,"hello, i love you",1968
523,the rascals,1968-08-17,people got to be free,1968
524,the rascals,1968-08-24,people got to be free,1968
525,the rascals,1968-08-31,people got to be free,1968
526,the rascals,1968-09-07,people got to be free,1968
527,the rascals,1968-09-14,people got to be free,1968
528,jeannie c. riley,1968-09-21,harper valley p.t.a.,1968
529,the beatles,1968-09-28,hey jude,1968
